5.265560550712681288e+04,9.279509828793186898e+03,6.456813767657891390e+01,1.529206337573383223e+02
7.058697922495950479e+04,9.451016902217275856e+03,6.572764751134553762e+01,1.595344144423639818e+02
5.373800833922773745e+04,8.078132314516327824e+03,6.626879570232381411e+01,1.525024052212305321e+02
5.512818090267096704e+04,1.269267040269851896e+04,6.291055861326246657e+01,1.492181894752305027e+02
4.448279486689153418e+04,9.812975745578931310e+03,6.867829502284347143e+01,1.527263578978165981e+02
5.539463143506490451e+04,1.076946141662787886e+04,6.737054957999517057e+01,1.516026777672966546e+02
6.262789625767262623e+04,9.730261003240006175e+03,6.454768864098842585e+01,1.514219827532525358e+02
5.493655586752882664e+04,8.712627563705624198e+03,6.308035158798024611e+01,1.539177773441185195e+02
5.273024894546638825e+04,9.260989766146592956e+03,6.341790393655308122e+01,1.473275358197580260e+02
6.052526738124338590e+04,1.031098885411713491e+04,6.531022569612666473e+01,1.541793136560251014e+02
5.293930672574362688e+04,9.318170569094165330e+03,6.657736042875305316e+01,1.385149380880234276e+02
6.536896678481178242e+04,8.137377982806377076e+03,6.541644198719188807e+01,1.508822112225731473e+02
6.451865004638005485e+04,1.505539568099256940e+04,6.477640147389131187e+01,1.526265300127847127e+02
5.044168876548342087e+04,9.743244116091776959e+03,6.901911295883006403e+01,1.532721302938768702e+02
6.068050570621966472e+04,1.333661030473090977e+04,6.764260240872680185e+01,1.565611943313423637e+02
5.118219374419422093e+04,7.828334576945726440e+03,6.650899700319200747e+01,1.513762824604048944e+02
5.177846423564506404e+04,5.090959541571965019e+03,6.442463198794395396e+01,1.579413005333435649e+02
4.314836258622391324e+04,9.113554143276631294e+03,6.826557589161518536e+01,1.602025166811030488e+02
5.644518270597395895e+04,9.893480253905616337e+03,6.262514649746236017e+01,1.682475233471755018e+02
5.366575418749099481e+04,1.005035641086768373e+04,6.272850985903491505e+01,1.547342206277785976e+02
4.227462509470636724e+04,1.094217808028645959e+04,6.574013255545038703e+01,1.689844969307881968e+02
4.903911270931902982e+04,1.197030737303234855e+04,6.818566299815110199e+01,1.726605279525778371e+02
5.567500339692013949e+04,1.013122246564244233e+04,6.317396236560063016e+01,1.450488876637195972e+02
5.250021133333926991e+04,1.055712646865907664e+04,6.555476005120530658e+01,1.558556504660846826e+02
4.176868628155498300e+04,9.946434932134416158e+03,6.099084774062063019e+01,1.516612673906230668e+02
5.579711433940087591e+04,7.171218630969533478e+03,6.687318131703577251e+01,1.450077963540133510e+02
