2.001000000000000000e+03,7.193358120470973063e+02,6.798520755139428366e+04
2.001000000000000000e+03,7.178670441702828384e+02,5.363221853856577945e+04
2.001000000000000000e+03,7.654301958366005465e+02,6.895136432044567482e+04
2.001000000000000000e+03,7.378454503119593255e+02,7.194200351467212022e+04
2.001000000000000000e+03,7.157818257658600487e+02,6.132213266329655016e+04
2.001000000000000000e+03,7.363663456052897800e+02,5.306029835693576752e+04
2.001000000000000000e+03,7.310126648925053132e+02,5.051547338954843144e+04
2.001000000000000000e+03,7.177084002385136046e+02,5.197740288564391813e+04
2.001000000000000000e+03,7.784886832923241400e+02,5.519857204774401180e+04
2.001000000000000000e+03,7.341838773036670318e+02,6.212053233118054050e+04
2.001000000000000000e+03,7.012614732413425145e+02,6.278468317622725590e+04
2.001000000000000000e+03,7.130002660468458089e+02,6.945865913140993507e+04
2.001000000000000000e+03,7.540296284958501474e+02,6.737635511337775097e+04
2.001000000000000000e+03,6.915071068476684104e+02,5.667231070289345371e+04
2.001000000000000000e+03,7.494808901046681058e+02,6.544741910307572834e+04
2.001000000000000000e+03,7.409162121626444559e+02,5.638796210056004929e+04
2.001000000000000000e+03,7.476290276983977492e+02,6.540830508338442451e+04
2.001000000000000000e+03,7.181740819955363122e+02,4.998992446310077503e+04
2.001000000000000000e+03,7.287284050532294941e+02,6.325619361978984671e+04
2.001000000000000000e+03,7.302955157655328549e+02,4.524036303665991727e+04
2.001000000000000000e+03,7.571323867894677733e+02,5.282346781996567734e+04
2.001000000000000000e+03,7.163983872390193710e+02,7.507447327333425346e+04
2.001000000000000000e+03,7.477696482578854784e+02,6.013054104422423552e+04
2.001000000000000000e+03,7.252885464942227145e+02,6.451032990835700184e+04
2.001000000000000000e+03,6.483028329512832215e+02,5.988498420784009068e+04
2.001000000000000000e+03,7.512588041228042357e+02,6.934972372023998469e+04
2.001000000000000000e+03,7.235773742693917256e+02,6.328386978904558055e+04
2.001000000000000000e+03,7.752752536805053296e+02,5.736969441320048645e+04
2.001000000000000000e+03,7.691846277128777274e+02,5.700251325925791025e+04
2.001000000000000000e+03,6.972686390491442125e+02,6.377694648541864444e+04
2.001000000000000000e+03,7.933714975227339892e+02,7.212895302175097459e+04
2.001000000000000000e+03,7.280588932328765850e+02,6.125869792303050053e+04
2.001000000000000000e+03,7.019492252514667143e+02,5.517605091366788110e+04
2.001000000000000000e+03,6.986604464747863403e+02,5.548853715791333525e+04
2.001000000000000000e+03,6.821126477575822946e+02,6.327019962833069440e+04
2.001000000000000000e+03,7.186141022823558160e+02,4.826423170742515504e+04
2.001000000000000000e+03,7.207340605780560736e+02,6.540916514704073052e+04
2.001000000000000000e+03,7.268237331280129183e+02,6.781314835957369360e+04
2.001000000000000000e+03,7.374774297193746406e+02,7.014024349453051400e+04
2.001000000000000000e+03,7.216615333757391682e+02,6.439597840981796617e+04
2.001000000000000000e+03,7.300658335611138909e+02,6.289155585987430095e+04
