6.364251365481956600e+04,1.349982686105643666e+02,4.661002110160428913e+01,1.000000000000000000e+00
4.917738069230579276e+04,1.343929573750207851e+02,4.879134921028471439e+01,1.000000000000000000e+00
6.783333912815006624e+04,1.264829920313931382e+02,4.842989374887538645e+01,1.000000000000000000e+00
6.296226621695644280e+04,1.280381213802510558e+02,4.154392634115590965e+01,1.000000000000000000e+00
5.871695259724486823e+04,1.262119798366774717e+02,4.120124514609305777e+01,1.000000000000000000e+00
4.570854154315012420e+04,1.160234997216612385e+02,4.450405731942582577e+01,1.000000000000000000e+00
7.359465982754336437e+04,1.111422113154919344e+02,5.294303753491490738e+01,1.000000000000000000e+00
6.683199969290889567e+04,1.403177506245359893e+02,3.413802103030748469e+01,1.000000000000000000e+00
6.369034309221326112e+04,1.380232767364070128e+02,4.066287694535230912e+01,1.000000000000000000e+00
5.996592818868867471e+04,1.247947729915422883e+02,3.290909291354007848e+01,1.000000000000000000e+00
7.161669808835603180e+04,1.339043140430992196e+02,5.835210635289420367e+01,1.000000000000000000e+00
5.879214322126108164e+04,1.280327972566846597e+02,4.293964101623254237e+01,1.000000000000000000e+00
5.220606594153177139e+04,1.225557807132839088e+02,3.574699738887932199e+01,1.000000000000000000e+00
6.186402480186532921e+04,1.296260235734203832e+02,4.058409568446484172e+01,1.000000000000000000e+00
4.110689051753027888e+04,1.340029525602297440e+02,5.150282894246477383e+01,1.000000000000000000e+00
5.675667966672733019e+04,1.217640201832163740e+02,4.730407535139786290e+01,1.000000000000000000e+00
7.570631971612037160e+04,1.270304433382338232e+02,4.474140392514797782e+01,1.000000000000000000e+00
6.418454155599119986e+04,1.402539417617456365e+02,3.589792978265533918e+01,1.000000000000000000e+00
6.791537774163874565e+04,1.277811182925531739e+02,4.723427359582436935e+01,1.000000000000000000e+00
7.330861121473544335e+04,1.221600235012173812e+02,4.474589745122203510e+01,1.000000000000000000e+00
5.563897811746200023e+04,1.217220192052581922e+02,5.422705712503616127e+01,1.000000000000000000e+00
6.291644696627788653e+04,1.172044113781048225e+02,4.606665008208643997e+01,1.000000000000000000e+00
7.009649855030070466e+04,1.241251431722225789e+02,4.500950024651118753e+01,1.000000000000000000e+00
6.422389161145644903e+04,1.405208110643280293e+02,4.520385617731133010e+01,1.000000000000000000e+00
6.097498487683128769e+04,1.176345424957415275e+02,4.844053217246531062e+01,1.000000000000000000e+00
6.124975783055509237e+04,1.328661533351765911e+02,3.803174177134694389e+01,1.000000000000000000e+00
5.501094018443954701e+04,1.293198669950768362e+02,4.520570749319848858e+01,1.000000000000000000e+00
5.961341155307930603e+04,1.366494603038565856e+02,4.440763656852414698e+01,1.000000000000000000e+00
5.177829437848183443e+04,1.134753921020198959e+02,5.026915437239674134e+01,1.000000000000000000e+00
5.887667442600196227e+04,1.295329498337056862e+02,4.354402486992464816e+01,1.000000000000000000e+00
5.045724891234967799e+04,1.118168690134386054e+02,5.358964909212676275e+01,1.000000000000000000e+00
5.874266295917363459e+04,1.098758378849504282e+02,5.634711804968915061e+01,1.000000000000000000e+00
6.528159739212629938e+04,1.205757424298168274e+02,3.630330077538054923e+01,1.000000000000000000e+00
